,,feature,feature
2019/2/18,SZ002059,0.000532044,0.24409977
2019/2/18,SZ002265,-0.003347479,0.009574402
2019/2/18,SZ002428,0.003363103,0.210626508
2019/2/18,SZ002727,0.000203151,0.093912313
2019/2/18,SZ002750,0.000564755,0.111410913
2019/2/19,SH600096,0.000483627,0.084085588
2019/2/19,SZ000538,-0.011333814,-0.196605076
2019/2/19,SZ000560,0.004720534,0.246689038
2019/2/19,SZ000878,0.007829622,0.416516535
2019/2/19,SZ002053,0.013286647,-0.378662824
2019/2/19,SZ002059,0.009965929,0.662802525
2019/2/19,SZ002265,-0.001163192,0.086441584
2019/2/19,SZ002428,0.002732865,0.194705791
2019/2/19,SZ002727,0.014408684,0.43208816
2019/2/19,SZ002750,0.001693195,0.170799396
2019/2/20,SH600096,0.002129948,0.172895856
2019/2/20,SZ000538,0.005885998,-0.334547558
2019/2/20,SZ000560,0.00097314,0.101280406
2019/2/20,SZ000878,0.02257911,0.617621146
2019/2/20,SZ002053,0.001175917,-0.123153772
2019/2/20,SZ002059,0.000573797,0.324960975
2019/2/20,SZ002265,-0.003460035,0.023755698
2019/2/20,SZ002428,0.013614542,0.423901709
2019/2/20,SZ002727,-0.000488742,0.022122319
2019/2/20,SZ002750,-0.002086429,0.0726865
2019/2/21,SH600096,-0.000117464,0.091651376
2019/2/21,SZ000538,0.02121076,-0.451649142
2019/2/21,SZ000560,-0.000452826,0.032006993
2019/2/21,SZ000878,0.009587571,0.465876666
2019/2/21,SZ002053,-0.001921547,-0.048686266
2019/2/21,SZ002059,0.001182078,0.181404273
2019/2/21,SZ002265,0.005016107,-0.237276327
2019/2/21,SZ002428,0.014746231,0.424787596
2019/2/21,SZ002727,4.93634E-05,0.022538871
2019/2/21,SZ002750,-0.016887379,-0.00457026
2019/2/22,SH600096,0.000500927,0.10997789
2019/2/22,SZ000538,-0.01000604,-0.198906517
2019/2/22,SZ000560,0.013072637,0.431342574
2019/2/22,SZ000878,0.012280372,0.412856477
2019/2/22,SZ002053,-0.002476834,0.00470236
2019/2/22,SZ002059,0.001795133,0.152941433
2019/2/22,SZ002265,-0.001190643,-0.285152121
2019/2/22,SZ002428,0.005150397,0.244774117
2019/2/22,SZ002727,3.14218E-05,-0.084048053
2019/2/22,SZ002750,-0.016225031,0.069768983
2019/2/25,SH600096,0.006141261,0.276813745
2019/2/25,SZ000538,-0.031418767,0.199040035
2019/2/25,SZ000560,0.025677812,0.567692756
2019/2/25,SZ000878,0.088418882,0.986623348
2019/2/25,SZ002053,0.02326002,0.705135507
2019/2/25,SZ002059,0.025627967,0.545678934
2019/2/25,SZ002265,-0.010361922,-0.206499516
2019/2/25,SZ002428,0.005860237,0.233121422
2019/2/25,SZ002727,-0.000546116,0.014262404
2019/2/25,SZ002750,0.003308311,0.420826569
2019/2/26,SH600096,0.003937263,0.271306038
2019/2/26,SZ000538,-0.024430743,0.088725874
2019/2/26,SZ000560,0.00861719,0.361518456
2019/2/26,SZ000878,0.125972738,1.23659497
2019/2/26,SZ002053,0.005545448,0.466183725
2019/2/26,SZ002059,0.010484536,0.374733532
2019/2/26,SZ002265,0.002965984,0.173412019
2019/2/26,SZ002428,0.029116125,0.51896193
2019/2/26,SZ002727,0.009738638,0.342421212
2019/2/26,SZ002750,0.015818651,0.600658334
2019/2/27,SH600096,0.004221637,0.224230366
2019/2/27,SZ000538,-0.0001768,-0.026453499
2019/2/27,SZ000560,0.008057196,0.298219614
2019/2/27,SZ000878,0.040842146,0.6578867
2019/2/27,SZ002053,-0.000188938,0.304492843
2019/2/27,SZ002059,0.011207855,0.355918292
2019/2/27,SZ002265,0.012519563,0.348702726
2019/2/27,SZ002428,0.024004308,0.484953681
2019/2/27,SZ002727,0.005002148,0.219606982
2019/2/27,SZ002750,0.0868613,0.987206456
2019/2/28,SH600096,0.001590397,0.136430638
2019/2/28,SZ000538,0.000200481,0.193939671
2019/2/28,SZ000560,0.006562939,0.301075582
2019/2/28,SZ000878,0.014301818,0.391395123
2019/2/28,SZ002053,-0.006553803,0.01152766
2019/2/28,SZ002059,0.067690998,0.873282417
2019/2/28,SZ002265,0.006644459,0.259142876
2019/2/28,SZ002428,0.007500416,0.275402521
2019/2/28,SZ002727,0.001778712,0.128764565
2019/2/28,SZ002750,0.131630907,1.194492677
2019/3/1,SH600096,0.007648723,0.288354854
2019/3/1,SZ000538,0.000307336,0.171293473
2019/3/1,SZ000560,0.003883947,0.235865263
2019/3/1,SZ000878,0.006862703,0.265846475
2019/3/1,SZ002053,-0.003518362,0.005952562
2019/3/1,SZ002059,0.01629298,0.447366774
2019/3/1,SZ002265,0.000944713,0.091472619
2019/3/1,SZ002428,-0.000933125,0.045023504
2019/3/1,SZ002727,0.002801819,0.16510407
2019/3/1,SZ002750,0.001122163,0.123248269
2019/3/4,SH600096,0.007280675,0.301293092
2019/3/4,SZ000538,-0.0042566,0.243962586
2019/3/4,SZ000560,0.027155547,0.587512837
2019/3/4,SZ000878,0.035069352,0.608863718
2019/3/4,SZ002053,0.000399083,0.291772364
2019/3/4,SZ002059,0.017433149,0.451920526
2019/3/4,SZ002265,0.022103995,0.554966089
2019/3/4,SZ002428,0.011076229,0.341502233
2019/3/4,SZ002727,0.005220126,0.238497317
2019/3/4,SZ002750,-0.000147428,-0.012018144
2019/3/5,SH600096,0.00208198,0.172278992
2019/3/5,SZ000538,0.000129389,-0.066203056
2019/3/5,SZ000560,0.00814112,0.30575358
2019/3/5,SZ000878,0.021400498,0.474789178
2019/3/5,SZ002053,0.033742451,0.676530161
2019/3/5,SZ002059,0.004902542,0.232176214
2019/3/5,SZ002265,0.014188873,0.430998652
2019/3/5,SZ002428,0.005122965,0.235442174
2019/3/5,SZ002727,0.004726715,0.225666898
2019/3/5,SZ002750,0.000260566,-0.050481539
2019/3/6,SH600096,0.000120326,0.034334307
2019/3/6,SZ000538,0.002200432,-0.139421758
2019/3/6,SZ000560,0.000367781,0.199533995
2019/3/6,SZ000878,0.036294799,0.63440501
2019/3/6,SZ002053,0.007506994,0.419786501
2019/3/6,SZ002059,0.011363549,0.360872615
2019/3/6,SZ002265,0.050075578,0.793455632
2019/3/6,SZ002428,0.014903501,0.42409424
2019/3/6,SZ002727,0.000881746,0.157749136
2019/3/6,SZ002750,0.000990845,-0.104128042
2019/3/7,SH600096,0.000452352,0.171398466
2019/3/7,SZ000538,0.001829685,0.173843734
2019/3/7,SZ000560,0.003641495,0.244870764
2019/3/7,SZ000878,0.060374515,0.787440102
2019/3/7,SZ002053,0.008144671,0.383788363
2019/3/7,SZ002059,0.017583412,0.459925721
2019/3/7,SZ002265,0.024640827,0.577962783
2019/3/7,SZ002428,0.014846467,0.392359327
2019/3/7,SZ002727,0.000947122,0.136843705
2019/3/7,SZ002750,0.001779889,-0.127181174
2019/3/8,SH600096,-0.000132461,0.048752121
2019/3/8,SZ000538,-5.71621E-06,-0.045751699
2019/3/8,SZ000560,0.013416136,0.396592955
2019/3/8,SZ000878,0.020057035,0.44071661
2019/3/8,SZ002053,0.010408772,0.456224035
2019/3/8,SZ002059,0.03254504,0.639597201
2019/3/8,SZ002265,0.012926205,0.417727469
2019/3/8,SZ002428,0.005248234,0.243555222
2019/3/8,SZ002727,0.000747673,0.122718615
2019/3/8,SZ002750,0.003631485,0.191860957
2019/3/11,SH600096,-0.000799089,-0.061218288
2019/3/11,SZ000538,0.001265252,-0.1152928
2019/3/11,SZ000560,0.010318508,0.340652952
2019/3/11,SZ000878,0.003757307,0.186126123
2019/3/11,SZ002053,0.035045086,0.671210518
2019/3/11,SZ002059,0.057094322,0.7736954
2019/3/11,SZ002265,0.013161756,0.441677384
2019/3/11,SZ002428,0.002972397,0.173439809
2019/3/11,SZ002727,0.00514407,0.286333522
2019/3/11,SZ002750,0.281909657,1.65697552
2019/3/12,SH600096,-0.00268786,0.042905003
2019/3/12,SZ000538,-0.000366496,0.015912572
2019/3/12,SZ000560,0.005165643,0.230382332
2019/3/12,SZ000878,0.008733873,0.288061942
2019/3/12,SZ002053,0.072957171,0.919347899
2019/3/12,SZ002059,0.046678644,0.689565465
2019/3/12,SZ002265,0.036808222,0.668278715
2019/3/12,SZ002428,0.006695519,0.267579736
2019/3/12,SZ002727,7.13633E-05,0.029319852
2019/3/12,SZ002750,0.323506902,1.78456418
2019/3/13,SH600096,-0.004618344,-0.199052381
2019/3/13,SZ000538,-7.3789E-05,0.012445382
2019/3/13,SZ000560,0.008219435,0.302537111
2019/3/13,SZ000878,0.004717049,0.221650068
2019/3/13,SZ002053,0.006475176,0.303802902
2019/3/13,SZ002059,0.052956679,0.744897741
2019/3/13,SZ002265,0.022046933,0.527285164
2019/3/13,SZ002428,0.00422229,0.220121998
2019/3/13,SZ002727,9.02875E-05,0.029723533
2019/3/13,SZ002750,0.17677151,1.32780693
2019/3/14,SH600096,-0.004328585,-0.225824696
2019/3/14,SZ000538,0.000228658,-0.047284207
2019/3/14,SZ000560,0.047216949,0.701508245
2019/3/14,SZ000878,0.003906921,0.197680521
2019/3/14,SZ002053,0.001654459,0.193388258
2019/3/14,SZ002059,0.052326837,0.725153
2019/3/14,SZ002265,0.035804254,0.645739336
2019/3/14,SZ002428,0.00327159,0.190170047
2019/3/14,SZ002727,0.000740891,0.094062682
2019/3/14,SZ002750,0.140805971,1.17510157
2019/3/15,SH600096,-0.000407085,-0.016265062
2019/3/15,SZ000538,-5.30982E-05,0.057878532
2019/3/15,SZ000560,0.028817178,0.532857393
2019/3/15,SZ000878,0.001559702,0.122419859
2019/3/15,SZ002053,-0.00018901,0.129015013
2019/3/15,SZ002059,0.00424985,0.19479742
2019/3/15,SZ002265,0.010682019,0.350274748
2019/3/15,SZ002428,0.000175854,0.057718471
2019/3/15,SZ002727,0.000881269,0.102066671
2019/3/15,SZ002750,0.167013304,1.28292575
2019/3/18,SH600096,0.002425994,0.171899934
2019/3/18,SZ000538,0.007938846,0.330055914
2019/3/18,SZ000560,0.024335954,0.471619201
2019/3/18,SZ000878,0.002281416,0.147281172
2019/3/18,SZ002053,0.005188233,0.285562659
2019/3/18,SZ002059,0.001632374,0.12401742
2019/3/18,SZ002265,0.003521959,0.198917505
2019/3/18,SZ002428,0.000527463,0.104051432
2019/3/18,SZ002727,7.72468E-06,-0.015240212
2019/3/18,SZ002750,0.067058533,0.819200724
2019/3/19,SH600096,0.001466073,0.115255522
2019/3/19,SZ000538,0.003322467,0.219680293
2019/3/19,SZ000560,0.018356537,0.403991255
2019/3/19,SZ000878,0.001044848,0.100138823
2019/3/19,SZ002053,-0.000144167,0.096666369
2019/3/19,SZ002059,6.98383E-05,0.044271792
2019/3/19,SZ002265,0.002563888,0.166127369
2019/3/19,SZ002428,0.000128359,0.047032724
2019/3/19,SZ002727,9.66789E-05,-0.076490126
2019/3/19,SZ002750,0.107946286,1.03816256
2019/3/20,SH600096,0.038199284,0.697584956
2019/3/20,SZ000538,-0.000636417,0.044186079
2019/3/20,SZ000560,0.009741429,0.293572961
2019/3/20,SZ000878,0.001841962,0.136966348
2019/3/20,SZ002053,0.000663608,0.15767774
2019/3/20,SZ002059,0.003381054,0.18019544
2019/3/20,SZ002265,0.002317334,0.144496345
2019/3/20,SZ002428,0.002191373,0.159438223
2019/3/20,SZ002727,-0.00167243,0.065635715
2019/3/20,SZ002750,0.08297516,0.911401242
2019/3/21,SH600096,0.061009681,0.850483029
2019/3/21,SZ000538,0.000191114,0.049754798
2019/3/21,SZ000560,-0.001209243,0.052898482
2019/3/21,SZ000878,0.005885994,0.23907741
2019/3/21,SZ002053,0.000408966,0.15013128
2019/3/21,SZ002059,0.003334226,0.183541175
2019/3/21,SZ002265,0.002094487,0.144107619
2019/3/21,SZ002428,0.002272821,0.161078557
2019/3/21,SZ002727,1.33758E-05,0.026193155
2019/3/21,SZ002750,0.069394248,0.83014592
2019/3/22,SH600096,0.014612636,0.417885914
2019/3/22,SZ000538,0.000115953,0.051646836
2019/3/22,SZ000560,0.007559058,0.272214327
2019/3/22,SZ000878,0.002302555,0.146620629
2019/3/22,SZ002053,0.071236596,0.86999943
2019/3/22,SZ002059,0.033807228,0.583481413
2019/3/22,SZ002265,0.025301979,0.536684301
2019/3/22,SZ002428,0.000968997,0.113387439
2019/3/22,SZ002727,0.000392154,0.114502046
2019/3/22,SZ002750,0.101135615,1.003748003
2019/3/25,SH600096,0.002585856,0.159921448
2019/3/25,SZ000538,0.002839369,0.17028219
2019/3/25,SZ000560,0.013245856,0.364338021
2019/3/25,SZ000878,0.001605517,0.120302306
2019/3/25,SZ002053,0.08176907,0.93148911
2019/3/25,SZ002059,0.00825196,0.28278538
2019/3/25,SZ002265,0.004495769,0.223431983
2019/3/25,SZ002428,0.000370256,0.061479118
2019/3/25,SZ002727,-1.32288E-05,0.014310424
2019/3/25,SZ002750,0.104751822,1.020289053
2019/3/26,SH600096,0.016895946,0.4185627
2019/3/26,SZ000538,5.82464E-05,-0.105893898
2019/3/26,SZ000560,0.009545452,0.325976051
2019/3/26,SZ000878,0.000741667,0.081101515
2019/3/26,SZ002053,0.014203365,0.401795654
2019/3/26,SZ002059,0.003887622,0.191247485
2019/3/26,SZ002265,-0.000172528,-0.036917269
2019/3/26,SZ002428,0.000416665,0.061107866
2019/3/26,SZ002727,0.002780919,0.157401239
2019/3/26,SZ002750,0.070088976,0.834485875
2019/3/27,SH600096,0.109027274,1.080353575
2019/3/27,SZ000538,9.4231E-05,-0.033317525
2019/3/27,SZ000560,-2.18196E-05,0.046163259
2019/3/27,SZ000878,-0.000439239,-0.025203272
2019/3/27,SZ002053,0.007801323,0.292423186
2019/3/27,SZ002059,0.004219367,0.200970539
2019/3/27,SZ002265,0.136963664,1.188847665
2019/3/27,SZ002428,-0.000221658,-0.008663908
2019/3/27,SZ002727,-0.000996615,-0.05989992
2019/3/27,SZ002750,0.078667641,0.88292468
2019/3/28,SH600096,0.046116993,0.704630589
2019/3/28,SZ000538,4.64311E-05,-0.071087321
2019/3/28,SZ000560,0.000109231,0.03230521
2019/3/28,SZ000878,7.36157E-05,0.027576065
2019/3/28,SZ002053,0.002555363,0.159402557
2019/3/28,SZ002059,0.000666188,0.079031735
2019/3/28,SZ002265,0.150515533,1.255137153
2019/3/28,SZ002428,7.48756E-05,-0.055951214
2019/3/28,SZ002727,-6.0712E-05,-0.038756639
2019/3/28,SZ002750,0.034294551,0.582421812
2019/3/29,SH600096,0.011502724,0.351689397
2019/3/29,SZ000538,0.002004371,0.137729627
2019/3/29,SZ000560,0.00521459,0.238998854
2019/3/29,SZ000878,0.000815542,0.085175916
2019/3/29,SZ002053,0.000760101,0.091436862
2019/3/29,SZ002059,0.002603381,0.157363238
2019/3/29,SZ002265,0.124234088,1.133505605
2019/3/29,SZ002428,0.000465258,0.064245862
2019/3/29,SZ002727,0.001109185,0.104202988
2019/3/29,SZ002750,0.038524621,0.618996336
2019/4/1,SH600096,0.00380829,0.194376918
2019/4/1,SZ000538,0.004358599,0.205615306
2019/4/1,SZ000560,0.036307929,0.617081066
2019/4/1,SZ000878,0.011593698,0.328474135
2019/4/1,SZ002053,0.002452334,0.167563999
2019/4/1,SZ002059,0.011155843,0.326323614
2019/4/1,SZ002265,0.147871816,1.23350455
2019/4/1,SZ002428,0.001720546,0.123317856
2019/4/1,SZ002727,0.004288343,0.208482393
2019/4/1,SZ002750,0.03006516,0.543627588
2019/4/2,SH600096,0.005125176,0.228723412
2019/4/2,SZ000538,0.001372346,0.113605995
2019/4/2,SZ000560,0.004414458,0.202659934
2019/4/2,SZ000878,0.025580256,0.493427855
2019/4/2,SZ002053,0.001227606,0.128628122
2019/4/2,SZ002059,-0.000551923,0.040683865
2019/4/2,SZ002265,0.169536545,1.318164537
2019/4/2,SZ002428,0.003233469,0.17242779
2019/4/2,SZ002727,-0.002355664,-0.124190107
2019/4/2,SZ002750,0.040296416,0.628292185
2019/4/3,SH600096,0.00184734,0.130018
2019/4/3,SZ000538,0.020891694,0.488279875
2019/4/3,SZ000560,0.000220322,0.044315977
2019/4/3,SZ000878,0.002758016,0.156965138
2019/4/3,SZ002053,0.001279244,0.114418286
2019/4/3,SZ002059,0.001964575,0.131524656
2019/4/3,SZ002265,0.061708672,0.790024722
2019/4/3,SZ002428,-0.001912767,-0.084007946
2019/4/3,SZ002727,0.000688171,0.101129904
2019/4/3,SZ002750,0.014080191,0.370550186
2019/4/4,SH600096,0.011760917,0.346298483
2019/4/4,SZ000538,0.002848718,0.202171592
2019/4/4,SZ000560,0.000165651,0.038711518
2019/4/4,SZ000878,0.006234672,0.235773221
2019/4/4,SZ002053,0.00461292,0.21358155
2019/4/4,SZ002059,0.002551179,0.153291343
2019/4/4,SZ002265,0.020501708,0.464598487
2019/4/4,SZ002428,-0.001785114,-0.082128541
2019/4/4,SZ002727,6.97168E-06,0.007999535
2019/4/4,SZ002750,0.016608949,0.400953512
2019/4/8,SH600096,0.040744193,0.64896472
2019/4/8,SZ000538,0.002975592,0.171462093
2019/4/8,SZ000560,0.000799927,0.090240338
2019/4/8,SZ000878,0.013483878,0.355546523
2019/4/8,SZ002053,0.005728236,0.237053122
2019/4/8,SZ002059,0.002560784,0.155792669
2019/4/8,SZ002265,0.006682191,0.276171138
2019/4/8,SZ002428,0.001634397,0.119930391
2019/4/8,SZ002727,-0.000106707,0.044464291
2019/4/8,SZ002750,0.034808004,0.58136921
2019/4/9,SH600096,0.00300641,0.165089807
2019/4/9,SZ000538,0.011899651,0.328097578
2019/4/9,SZ000560,0.002251137,0.143928624
2019/4/9,SZ000878,-0.002331676,-0.083890115
2019/4/9,SZ002053,0.000294975,0.073529929
2019/4/9,SZ002059,0.005780746,0.225833255
2019/4/9,SZ002265,0.003968293,0.217096847
2019/4/9,SZ002428,0.000141411,-0.105567811
2019/4/9,SZ002727,0.002042613,-0.151089561
2019/4/9,SZ002750,0.034484513,0.574985918
2019/4/10,SH600096,0.005607486,0.227784481
2019/4/10,SZ000538,0.009854592,0.301922586
2019/4/10,SZ000560,0.000142444,0.052381126
2019/4/10,SZ000878,-0.004638799,-0.121002307
2019/4/10,SZ002053,-0.000458703,-0.021923911
2019/4/10,SZ002059,0.028047518,0.52177069
2019/4/10,SZ002265,0.002998594,0.169478576
2019/4/10,SZ002428,0.014584689,-0.547359542
2019/4/10,SZ002727,0.00996281,0.303597154
2019/4/10,SZ002750,0.049113425,0.684966163
2019/4/11,SH600096,0.002019564,0.135633466
2019/4/11,SZ000538,0.001896293,0.143578541
2019/4/11,SZ000560,0.001815082,0.126654766
2019/4/11,SZ000878,-0.00157136,-0.029242955
2019/4/11,SZ002053,-7.08345E-05,0.023317534
2019/4/11,SZ002059,0.047210039,0.68528735
2019/4/11,SZ002265,0.001442393,0.114233185
2019/4/11,SZ002428,0.002712648,-0.355050883
2019/4/11,SZ002727,0.026353422,0.526538206
2019/4/11,SZ002750,0.046985102,0.664958717
2019/4/12,SH600096,0.000606025,0.073974344
2019/4/12,SZ000538,0.000208299,0.048563157
2019/4/12,SZ000560,0.000888909,0.089277138
2019/4/12,SZ000878,-0.000678622,-0.046150336
2019/4/12,SZ002053,0.000266592,0.048437536
2019/4/12,SZ002059,-0.001398398,0.033805979
2019/4/12,SZ002265,0.000443767,0.062736259
2019/4/12,SZ002428,-0.000745655,-0.140458383
2019/4/12,SZ002727,0.00573183,0.243110816
2019/4/12,SZ002750,0.048625875,0.673275066
2019/4/15,SH600096,0.000284113,0.052884831
2019/4/15,SZ000538,-5.12004E-05,0.020048675
2019/4/15,SZ000560,0.006067983,0.239214439
2019/4/15,SZ000878,0.002766715,0.158223054
2019/4/15,SZ002053,0.001296564,0.110743495
2019/4/15,SZ002059,0.002340752,0.144410639
2019/4/15,SZ002265,0.000932799,0.095291118
2019/4/15,SZ002428,0.004293038,-0.225271413
2019/4/15,SZ002727,0.00070235,0.078928535
2019/4/15,SZ002750,0.02038038,0.449691484
2019/4/16,SH600096,0.000202066,0.04824889
2019/4/16,SZ000538,-0.0006114,-0.05206109
2019/4/16,SZ000560,0.00012182,0.082182548
2019/4/16,SZ000878,0.017820338,0.402846474
2019/4/16,SZ002053,-0.000169962,0.014611009
2019/4/16,SZ002059,1.98779E-05,0.054572366
2019/4/16,SZ002265,0.000485168,0.068811455
2019/4/16,SZ002428,-0.000695745,-0.195054393
2019/4/16,SZ002727,-0.00015025,0.016539958
2019/4/16,SZ002750,0.015101956,0.390395784
2019/4/17,SH600096,0.001921142,0.13307429
2019/4/17,SZ000538,0.000199363,0.04796802
2019/4/17,SZ000560,0.001139732,0.101136622
2019/4/17,SZ000878,0.01281731,0.343163638
2019/4/17,SZ002053,-0.001224281,-0.104901596
2019/4/17,SZ002059,0.000145047,0.04164804
2019/4/17,SZ002265,0.00268743,0.155120415
2019/4/17,SZ002428,-0.00094668,-0.072600944
2019/4/17,SZ002727,-0.000221554,0.001359936
2019/4/17,SZ002750,0.022842665,0.481244013
2019/4/18,SH600096,0.020779274,0.463899606
2019/4/18,SZ000538,2.59255E-05,-0.017486168
2019/4/18,SZ000560,0.003046656,0.165531692
2019/4/18,SZ000878,0.002494417,0.157108557
2019/4/18,SZ002053,-0.000852624,-0.040087964
2019/4/18,SZ002059,0.002809638,0.15734485
2019/4/18,SZ002265,0.008362854,0.272656961
2019/4/18,SZ002428,-0.00397237,-0.212424721
2019/4/18,SZ002727,-0.000224804,-0.033860195
2019/4/18,SZ002750,0.013868801,0.377061779
2019/4/19,SH600096,0.004282569,0.201235582
2019/4/19,SZ000538,7.64412E-05,-0.081227881
2019/4/19,SZ000560,0.000914622,0.090597023
2019/4/19,SZ000878,-0.003336473,-0.08719988
2019/4/19,SZ002053,-0.000616398,-0.019878818
2019/4/19,SZ002059,-0.001038519,-0.038824713
2019/4/19,SZ002265,0.001108318,0.100379278
2019/4/19,SZ002428,0.000972433,-0.350169758
2019/4/19,SZ002727,0.001281928,0.107736881
2019/4/19,SZ002750,0.006156713,0.251973317
2019/4/22,SH600096,0.001739675,0.134178842
2019/4/22,SZ000538,0.000128859,0.037822455
2019/4/22,SZ000560,0.015118153,0.377152552
2019/4/22,SZ000878,-0.000863154,-0.002311332
2019/4/22,SZ002053,-0.000839889,-0.005839001
2019/4/22,SZ002059,-0.001780106,-0.000850707
2019/4/22,SZ002265,0.004910592,0.211191346
2019/4/22,SZ002428,0.001846958,-0.298440222
2019/4/22,SZ002727,-1.40312E-05,0.016790717
2019/4/22,SZ002750,0.00414538,0.199522491
2019/4/23,SH600096,0.001332726,0.122700544
2019/4/23,SZ000538,-5.99877E-05,0.003996227
2019/4/23,SZ000560,0.002350968,0.143896605
2019/4/23,SZ000878,0.000675584,0.077124064
2019/4/23,SZ002053,-0.00201921,-0.078536211
2019/4/23,SZ002059,-0.002225551,-0.156016626
2019/4/23,SZ002265,0.001165615,0.101421081
2019/4/23,SZ002428,-0.00059376,-0.028505978
2019/4/23,SZ002727,-0.000646418,-0.05160103
2019/4/23,SZ002750,-0.006736418,-0.296432037
2019/4/24,SH600096,5.65868E-06,-0.008429287
2019/4/24,SZ000538,9.91106E-05,0.029791469
2019/4/24,SZ000560,0.001290052,0.106939971
2019/4/24,SZ000878,-0.000503975,-0.017500308
2019/4/24,SZ002053,-0.003958375,-0.186130456
2019/4/24,SZ002059,-0.001893102,-0.117784751
2019/4/24,SZ002265,-0.000498775,-0.003689487
2019/4/24,SZ002428,0.011496102,0.336683148
2019/4/24,SZ002727,5.90689E-05,0.023256577
2019/4/24,SZ002750,-0.006480452,-0.381598817
2019/4/25,SH600096,-8.0775E-05,0.038643334
2019/4/25,SZ000538,-3.34057E-06,-0.005550874
2019/4/25,SZ000560,-0.00021689,0.017553206
2019/4/25,SZ000878,0.00087264,0.087896919
2019/4/25,SZ002053,-0.000370541,0.028264396
2019/4/25,SZ002059,-0.001720579,-0.160303078
2019/4/25,SZ002265,0.000730943,0.083252139
2019/4/25,SZ002428,0.017528428,0.43223639
2019/4/25,SZ002727,0.000308735,0.057797782
2019/4/25,SZ002750,-0.006973872,-0.240235056
2019/4/26,SH600096,0.001092267,0.129017299
2019/4/26,SZ000538,0.000536932,0.07987294
2019/4/26,SZ000560,-0.003066676,-0.118032051
2019/4/26,SZ000878,-3.57423E-05,0.025354511
2019/4/26,SZ002053,-0.00028816,0.009027026
2019/4/26,SZ002059,-0.001336008,-0.154925112
2019/4/26,SZ002265,-0.000558878,-0.025358225
2019/4/26,SZ002428,0.004411012,0.205078883
2019/4/26,SZ002727,0.000865683,0.090087912
2019/4/26,SZ002750,-0.00557826,-0.204174003
2019/4/29,SH600096,0.002233826,0.152916996
2019/4/29,SZ000538,0.00038086,0.059001627
2019/4/29,SZ000560,-0.001673627,-0.089678322
2019/4/29,SZ000878,0.000298595,0.051262813
2019/4/29,SZ002053,3.54534E-05,0.032480986
2019/4/29,SZ002059,-0.000143279,-0.015428774
2019/4/29,SZ002265,-5.95682E-05,0.020593076
2019/4/29,SZ002428,0.006807036,0.285222856
2019/4/29,SZ002727,0.000405415,0.060038106
2019/4/29,SZ002750,-0.007216177,-0.267490642
2019/4/30,SH600096,0.002789475,0.162811982
2019/4/30,SZ000538,-0.000290948,-0.140195437
2019/4/30,SZ000560,-0.000394203,-0.137612842
2019/4/30,SZ000878,-2.3239E-05,0.017775408
2019/4/30,SZ002053,-0.001095107,-0.055818221
2019/4/30,SZ002059,-6.88483E-05,-0.005416015
2019/4/30,SZ002265,0.000161712,0.038459935
2019/4/30,SZ002428,0.005379759,0.239626136
2019/4/30,SZ002727,0.000506901,0.079236665
2019/4/30,SZ002750,-0.004832106,-0.128407406
2019/5/6,SH600096,0.002454014,0.154759258
2019/5/6,SZ000538,-0.00051026,-0.034715855
2019/5/6,SZ000560,0.000365546,-0.146097472
2019/5/6,SZ000878,0.000235676,0.045552978
2019/5/6,SZ002053,5.42086E-05,0.03056932
2019/5/6,SZ002059,0.00011469,0.035638524
2019/5/6,SZ002265,0.000154965,0.037113789
2019/5/6,SZ002428,0.006659917,0.288100342
2019/5/6,SZ002727,0.000757275,0.113204647
2019/5/6,SZ002750,-0.009269789,-0.296346888
2019/5/7,SH600096,5.67329E-05,0.0540942
2019/5/7,SZ000538,0.000477949,-0.095610267
2019/5/7,SZ000560,0.000379738,-0.108741886
2019/5/7,SZ000878,-0.000143194,-0.031549202
2019/5/7,SZ002053,-0.000432159,-0.064978104
2019/5/7,SZ002059,-0.000131878,-0.042160707
2019/5/7,SZ002265,-3.7734E-06,0.007583043
2019/5/7,SZ002428,0.001915524,0.131590654
2019/5/7,SZ002727,-2.73194E-05,-0.066901129
2019/5/7,SZ002750,-0.008358037,-0.169923642
2019/5/8,SH600096,-0.001019895,-0.039096404
2019/5/8,SZ000538,0.000610908,-0.095376673
2019/5/8,SZ000560,0.000809169,-0.09144126
2019/5/8,SZ000878,0.001153065,-0.175711277
2019/5/8,SZ002053,0.000335081,-0.13636185
2019/5/8,SZ002059,-3.0559E-05,-0.065833089
2019/5/8,SZ002265,0.000941307,0.093631943
2019/5/8,SZ002428,0.001288043,0.106633912
2019/5/8,SZ002727,4.75168E-06,-0.020597943
2019/5/8,SZ002750,-0.001777345,0.088895936
2019/5/9,SH600096,-0.000133326,0.022495805
2019/5/9,SZ000538,-2.37008E-05,-0.021207624
2019/5/9,SZ000560,-0.000337728,-0.070294847
2019/5/9,SZ000878,0.00114231,-0.148549979
2019/5/9,SZ002053,0.0043686,-0.929655033
2019/5/9,SZ002059,0.000401829,-0.293759262
2019/5/9,SZ002265,-0.000545704,-0.021942007
2019/5/9,SZ002428,0.002189477,0.145790753
2019/5/9,SZ002727,0.001521018,-0.169260204
2019/5/9,SZ002750,-0.010189849,-0.11862748
2019/5/10,SH600096,0.001096182,0.100703564
2019/5/10,SZ000538,0.000340221,-0.110468227
2019/5/10,SZ000560,-0.000833462,-0.028048135
